created_at,full_text,cleaned_text,tokenized_text,stemmed_text,sentiment
Sun May 18 20:39:52 +0000 2025,For the first time aku membuat cerpen jujurr menurutku moist nya teratu bagus padahal baru nyoba 3 hari. Kayak lebih lembab &amp; cepet meresap bangun tidur ga bikin kilang minyak. Semoga dibaca ya kak cerpen subuhku ini @teratubeauty @AlifahRatu https://t.co/cljLzQoJMK,for the first time aku membuat cerpen jujurr menurutku moist nya teratu bagus padahal baru nyoba hari kayak lebih lembab amp cepet meresap bangun tidur ga bikin kilang minyak semoga dibaca ya kak cerpen subuhku ini,"['for', 'the', 'first', 'time', 'aku', 'membuat', 'cerpen', 'jujurr', 'menurutku', 'moist', 'nya', 'teratu', 'bagus', 'padahal', 'baru', 'mencoba', 'hari', 'kayak', 'lebih', 'lembab', 'amp', 'cepat', 'meresap', 'bangun', 'tidur', 'bikin', 'kilang', 'minyak', 'semoga', 'dibaca', 'kak', 'cerpen', 'subuhku']","['for', 'the', 'first', 'time', 'aku', 'buat', 'cerpen', 'jujurr', 'turut', 'moist', 'nya', 'teratu', 'bagus', 'padahal', 'baru', 'coba', 'hari', 'kayak', 'lebih', 'lembab', 'amp', 'cepat', 'resap', 'bangun', 'tidur', 'bikin', 'kilang', 'minyak', 'moga', 'baca', 'kak', 'cerpen', 'subuh']",positive
Sun May 18 18:20:59 +0000 2025,@asheewawu kakk ss yang aku pake ditimpa make up itu aman banget (malah jd cakep hasilnya gak crack samsek) even dipake wudhu sekalipun. tp pada saat di apply tuh aku mgerasa kurang nyaman karna jd kayak kilang minyak mukakunya. itu gimanaaaa? ,kakk ss yang aku pake ditimpa make up itu aman banget malah jd cakep hasilnya gak crack samsek even dipake wudhu sekalipun tp pada saat di apply tuh aku mgerasa kurang nyaman karna jd kayak kilang minyak mukakunya itu gimanaaaa,"['kak', 'ss', 'aku', 'pakai', 'ditimpa', 'make', 'up', 'aman', 'sekali', 'malah', 'jadi', 'cakep', 'hasilnya', 'crack', 'samsek', 'even', 'dipakai', 'wudhu', 'sekalipun', 'di', 'apply', 'aku', 'mgerasa', 'kurang', 'nyaman', 'jadi', 'kayak', 'kilang', 'minyak', 'mukakunya', 'gimanaaaa']","['kak', 'ss', 'aku', 'pakai', 'timpa', 'make', 'up', 'aman', 'sekali', 'malah', 'jadi', 'cakep', 'hasil', 'crack', 'samsek', 'even', 'pakai', 'wudhu', 'sekalipun', 'di', 'apply', 'aku', 'mgerasa', 'kurang', 'nyaman', 'jadi', 'kayak', 'kilang', 'minyak', 'mukakunya', 'gimanaaaa']",positive
Sun May 18 18:17:26 +0000 2025,@cepillaa makanya aneh kalo ada yg berfikir bisa cantik tana perlu duit mau natural kalo ga skincarean ya sama aja kumus kumus kaya kilang minyak,makanya aneh kalo ada yg berfikir bisa cantik tana perlu duit mau natural kalo ga skincarean ya sama aja kumus kumus kaya kilang minyak,"['aneh', 'kalau', 'berpikir', 'cantik', 'tana', 'perlu', 'duit', 'mau', 'natural', 'kalau', 'skincarean', 'sama', 'kumus', 'kumus', 'kaya', 'kilang', 'minyak']","['aneh', 'kalau', 'pikir', 'cantik', 'tana', 'perlu', 'duit', 'mau', 'natural', 'kalau', 'skincarean', 'sama', 'kumus', 'kumus', 'kaya', 'kilang', 'minyak']",positive
Sun May 18 16:32:23 +0000 2025,@txtbpn Mending tutup aja kilang nya ganti jadi pabrik salome. Malu-maluin kota minyak susah bensin ,mending tutup aja kilang nya ganti jadi pabrik salome malumaluin kota minyak susah bensin,"['mending', 'tutup', 'kilang', 'nya', 'ganti', 'jadi', 'pabrik', 'salome', 'malumaluin', 'kota', 'minyak', 'susah', 'bensin']","['mending', 'tutup', 'kilang', 'nya', 'ganti', 'jadi', 'pabrik', 'salome', 'malumaluin', 'kota', 'minyak', 'susah', 'bensin']",negative
Sun May 18 14:51:48 +0000 2025,@dessyDMP Lu bayangin Des coba kerja di kilang minyak Pertamina jaman itu 5 taun kerja balik ke Jakarta udah bisa renov rumah beliin Mandra angkot modalin Atun Salon di ruko Mak Nyak punya agen warung hahaha. Akhirnya Si Doel malah luntang lantung gak jelas ,lu bayangin des coba kerja di kilang minyak pertamina jaman itu taun kerja balik ke jakarta udah bisa renov rumah beliin mandra angkot modalin atun salon di ruko mak nyak punya agen warung hahaha akhirnya si doel malah luntang lantung gak jelas,"['kamu', 'bayangin', 'des', 'coba', 'kerja', 'kilang', 'minyak', 'pertamina', 'jaman', 'taun', 'kerja', 'balik', 'jakarta', 'udah', 'renov', 'rumah', 'belikan', 'mandra', 'angkot', 'modalin', 'atun', 'salon', 'ruko', 'mak', 'nyak', 'punya', 'agen', 'warung', 'wkwkkwkw', 'akhirnya', 'si', 'doel', 'malah', 'luntang', 'lantung', 'jelas']","['kamu', 'bayangin', 'des', 'coba', 'kerja', 'kilang', 'minyak', 'pertamina', 'jaman', 'taun', 'kerja', 'balik', 'jakarta', 'udah', 'renov', 'rumah', 'belikan', 'mandra', 'angkot', 'modalin', 'atun', 'salon', 'ruko', 'mak', 'nyak', 'punya', 'agen', 'warung', 'wkwkkwkw', 'akhir', 'si', 'doel', 'malah', 'luntang', 'lantung', 'jelas']",negative
Sun May 18 13:58:16 +0000 2025,Tiba-tiba gula darah melonjak... DUARRRR jantung berdebar kepala pusing pas bangun tidur muka jadi kilang minyak sekaligus ada satu dua jerawat wkwk,tibatiba gula darah melonjak duarrrr jantung berdebar kepala pusing pas bangun tidur muka jadi kilang minyak sekaligus ada satu dua jerawat wkwk,"['tibatiba', 'gula', 'darah', 'melonjak', 'duarrrr', 'jantung', 'berdebar', 'kepala', 'pusing', 'pas', 'bangun', 'tidur', 'muka', 'jadi', 'kilang', 'minyak', 'sekaligus', 'satu', 'jerawat', 'wkwk']","['tibatiba', 'gula', 'darah', 'lonjak', 'duarrrr', 'jantung', 'debar', 'kepala', 'pusing', 'pas', 'bangun', 'tidur', 'muka', 'jadi', 'kilang', 'minyak', 'sekaligus', 'satu', 'jerawat', 'wkwk']",positive
Sun May 18 12:54:18 +0000 2025,@Brahmos_00 @balaputra_deva @mx00711 @agama_nusantara @SKimansu @AremaNita__ @PaijoKhentirrr @dawiguna @debbieflavi @porkandlar26037 @viprabuddhi @Azmiabubakar12 @senjatanuklir @lupadiri0_0 @Kappa_2023 @pieterpitojo @BayuAngora @Hindu terutama melalui perusahaan seperti JGC Holdings Corporation. Perusahaan ini terlibat dalam pembangunan kilang minyak dan pabrik petrokimia termasuk di wilayah Arab.,terutama melalui perusahaan seperti jgc holdings corporation perusahaan ini terlibat dalam pembangunan kilang minyak dan pabrik petrokimia termasuk di wilayah arab,"['terutama', 'melalui', 'perusahaan', 'jgc', 'holdings', 'corporation', 'perusahaan', 'terlibat', 'pembangunan', 'kilang', 'minyak', 'pabrik', 'petrokimia', 'termasuk', 'wilayah', 'arab']","['utama', 'lalu', 'usaha', 'jgc', 'holdings', 'corporation', 'usaha', 'libat', 'bangun', 'kilang', 'minyak', 'pabrik', 'petrokimia', 'masuk', 'wilayah', 'arab']",negative
Sun May 18 12:53:22 +0000 2025,@Brahmos_00 @balaputra_deva @mx00711 @agama_nusantara @SKimansu @AremaNita__ @PaijoKhentirrr @dawiguna @debbieflavi @porkandlar26037 @viprabuddhi @Azmiabubakar12 @senjatanuklir @lupadiri0_0 @Kappa_2023 @pieterpitojo @BayuAngora @Hindu Arab klo ga ada minyak mirip Somalia tuch jd bajak laut Islam. Investor minyak itu dr konglomerat Yahudi yg mengelola pengusaha Kafir kristen d buddha. Arab gurun bisanya cuma merampok. ilmuwan Jepang telah berkontribusi pada industri kilang minyak di Arab ,arab klo ga ada minyak mirip somalia tuch jd bajak laut islam investor minyak itu dr konglomerat yahudi yg mengelola pengusaha kafir kristen d buddha arab gurun bisanya cuma merampok ilmuwan jepang telah berkontribusi pada industri kilang minyak di arab,"['arab', 'kalau', 'minyak', 'mirip', 'somalia', 'jadi', 'bajak', 'laut', 'islam', 'investor', 'minyak', 'konglomerat', 'yahudi', 'mengelola', 'pengusaha', 'kafir', 'kristen', 'd', 'buddha', 'arab', 'gurun', 'bisanya', 'cuma', 'merampok', 'ilmuwan', 'jepang', 'berkontribusi', 'industri', 'kilang', 'minyak', 'arab']","['arab', 'kalau', 'minyak', 'mirip', 'somalia', 'jadi', 'bajak', 'laut', 'islam', 'investor', 'minyak', 'konglomerat', 'yahudi', 'kelola', 'usaha', 'kafir', 'kristen', 'd', 'buddha', 'arab', 'gurun', 'bisa', 'cuma', 'rampok', 'ilmuwan', 'jepang', 'kontribusi', 'industri', 'kilang', 'minyak', 'arab']",negative
Sun May 18 11:16:58 +0000 2025,@Damlazuuura @womanfeeds_id Tekstur ssnya cream banget kah kak? Tadi ada kakak yang oily juga bilang ini ssnya bikin kilang minyak,tekstur ssnya cream banget kah kak tadi ada kakak yang oily juga bilang ini ssnya bikin kilang minyak,"['tekstur', 'ssnya', 'cream', 'sekali', 'kak', 'tadi', 'kakak', 'oily', 'bilang', 'ssnya', 'bikin', 'kilang', 'minyak']","['tekstur', 'ssnya', 'cream', 'sekali', 'kak', 'tadi', 'kakak', 'oily', 'bilang', 'ssnya', 'bikin', 'kilang', 'minyak']",negative
Sun May 18 10:49:46 +0000 2025,@calienast @womanfeeds_id Bukan sender tapi aku oily kak. Pernah pake ini dan beuh jadi kilang minyak. Tapi di muka orang emang beda-beda kali yah?,bukan sender tapi aku oily kak pernah pake ini dan beuh jadi kilang minyak tapi di muka orang emang bedabeda kali yah,"['bukan', 'sender', 'aku', 'oily', 'kak', 'pernah', 'pakai', 'beuh', 'jadi', 'kilang', 'minyak', 'muka', 'orang', 'emang', 'bedabeda', 'kali', 'yah']","['bukan', 'sender', 'aku', 'oily', 'kak', 'pernah', 'pakai', 'beuh', 'jadi', 'kilang', 'minyak', 'muka', 'orang', 'emang', 'bedabeda', 'kali', 'yah']",negative
Sun May 18 10:41:15 +0000 2025,@chaechishicha Kalau jadi kilang minyak berarti gak cocok? Soalnya nanti bruntusan apalagi kan mukanya oily. Aku oily juga nyari yang finisnya gak bikin oily aku pake amaterasun yang ini https://t.co/7SSL6eYUXv,kalau jadi kilang minyak berarti gak cocok soalnya nanti bruntusan apalagi kan mukanya oily aku oily juga nyari yang finisnya gak bikin oily aku pake amaterasun yang ini,"['kalau', 'jadi', 'kilang', 'minyak', 'berarti', 'cocok', 'soalnya', 'bruntusan', 'kan', 'mukanya', 'oily', 'aku', 'oily', 'mencari', 'finisnya', 'bikin', 'oily', 'aku', 'pakai', 'amaterasun']","['kalau', 'jadi', 'kilang', 'minyak', 'arti', 'cocok', 'soal', 'bruntusan', 'kan', 'muka', 'oily', 'aku', 'oily', 'cari', 'finis', 'bikin', 'oily', 'aku', 'pakai', 'amaterasun']",positive
Sun May 18 08:31:26 +0000 2025,@haelodyss Kunci nya di loose powder and setting spray. Karena aku kilang minyak aku pake setting spray dulu baru pake loose powder. Ada beberapa produk andalan aku. Untuk setting spray nya aku pake MUFE loose powder nya Laura Mercier. Kalau yg versi affordable bisa pake MAKE OVER ,kunci nya di loose powder and setting spray karena aku kilang minyak aku pake setting spray dulu baru pake loose powder ada beberapa produk andalan aku untuk setting spray nya aku pake mufe loose powder nya laura mercier kalau yg versi affordable bisa pake make over,"['kunci', 'nya', 'loose', 'powder', 'and', 'setting', 'spray', 'aku', 'kilang', 'minyak', 'aku', 'pakai', 'setting', 'spray', 'dulu', 'baru', 'pakai', 'loose', 'powder', 'beberapa', 'produk', 'andalan', 'aku', 'setting', 'spray', 'nya', 'aku', 'pakai', 'mufe', 'loose', 'powder', 'nya', 'laura', 'mercier', 'kalau', 'versi', 'affordable', 'pakai', 'make', 'over']","['kunci', 'nya', 'loose', 'powder', 'and', 'setting', 'spray', 'aku', 'kilang', 'minyak', 'aku', 'pakai', 'setting', 'spray', 'dulu', 'baru', 'pakai', 'loose', 'powder', 'beberapa', 'produk', 'andal', 'aku', 'setting', 'spray', 'nya', 'aku', 'pakai', 'mufe', 'loose', 'powder', 'nya', 'laura', 'mercier', 'kalau', 'versi', 'affordable', 'pakai', 'make', 'over']",positive
Sun May 18 08:17:39 +0000 2025,@buttermixv ah iya ini make sense sih. aku skrg lagi pake hanasui collagen 30 spf aku pake sebanyak 2 ruas jari tp udahannya tuh kalo digeser2 ada peelingnya kak + keliatan jadi kayak kilang minyak mukaku (st ku oily). tapi kalo udah ditimpa bedak tuh aman. itu gimana kak?,ah iya ini make sense sih aku skrg lagi pake hanasui collagen spf aku pake sebanyak ruas jari tp udahannya tuh kalo digeser ada peelingnya kak keliatan jadi kayak kilang minyak mukaku st ku oily tapi kalo udah ditimpa bedak tuh aman itu gimana kak,"['ah', 'iya', 'make', 'sense', 'sih', 'aku', 'sekarang', 'pakai', 'hanasui', 'collagen', 'spf', 'aku', 'pakai', 'sebanyak', 'ruas', 'jari', 'udahannya', 'kalau', 'digeser', 'peelingnya', 'kak', 'kelihatan', 'jadi', 'kayak', 'kilang', 'minyak', 'mukaku', 'st', 'ku', 'oily', 'kalau', 'udah', 'ditimpa', 'bedak', 'aman', 'bagaimana', 'kak']","['ah', 'iya', 'make', 'sense', 'sih', 'aku', 'sekarang', 'pakai', 'hanasui', 'collagen', 'spf', 'aku', 'pakai', 'banyak', 'ruas', 'jari', 'udahannya', 'kalau', 'geser', 'peelingnya', 'kak', 'lihat', 'jadi', 'kayak', 'kilang', 'minyak', 'muka', 'st', 'ku', 'oily', 'kalau', 'udah', 'timpa', 'bedak', 'aman', 'bagaimana', 'kak']",negative
Sun May 18 08:17:04 +0000 2025,@ruslimuhyidin1 @kupie_pait @kegblgnunfaedh Ya gue mau aja kalo disuruh jadi tentara bayaran ngamanin kilang minyak di timur tengah misalnya duitnya gede why not? Masi bilang gue penghianat?? Skalian aja kritikus rejim yang lo sepong lo bilang penghianat smua,ya gue mau aja kalo disuruh jadi tentara bayaran ngamanin kilang minyak di timur tengah misalnya duitnya gede why not masi bilang gue penghianat skalian aja kritikus rejim yang lo sepong lo bilang penghianat smua,"['mau', 'kalau', 'disuruh', 'jadi', 'tentara', 'bayaran', 'ngamanin', 'kilang', 'minyak', 'timur', 'tengah', 'misalnya', 'duitnya', 'gede', 'why', 'not', 'bilang', 'penghianat', 'sekalian', 'kritikus', 'rejim', 'kamu', 'sepong', 'kamu', 'bilang', 'penghianat', 'semua']","['mau', 'kalau', 'suruh', 'jadi', 'tentara', 'bayar', 'ngamanin', 'kilang', 'minyak', 'timur', 'tengah', 'misal', 'duit', 'gede', 'why', 'not', 'bilang', 'penghianat', 'sekali', 'kritikus', 'rejim', 'kamu', 'sepong', 'kamu', 'bilang', 'penghianat', 'semua']",negative
Sun May 18 07:43:55 +0000 2025,trus trus girls finish look-nya di muka after pakai ss normalnya itu kayak gimana sih? kalo glowing lebih ke kayak kilang minyak itu normal atau ssnya ga cocok? st aku oily btw,trus trus girls finish looknya di muka after pakai ss normalnya itu kayak gimana sih kalo glowing lebih ke kayak kilang minyak itu normal atau ssnya ga cocok st aku oily btw,"['terus', 'terus', 'girls', 'finish', 'looknya', 'muka', 'after', 'pakai', 'ss', 'normalnya', 'kayak', 'bagaimana', 'sih', 'kalau', 'glowing', 'lebih', 'kayak', 'kilang', 'minyak', 'normal', 'ssnya', 'cocok', 'st', 'aku', 'oily', 'ngomong-ngomong']","['terus', 'terus', 'girls', 'finish', 'looknya', 'muka', 'after', 'pakai', 'ss', 'normal', 'kayak', 'bagaimana', 'sih', 'kalau', 'glowing', 'lebih', 'kayak', 'kilang', 'minyak', 'normal', 'ssnya', 'cocok', 'st', 'aku', 'oily', 'ngomong-ngomong']",negative
Sun May 18 03:51:43 +0000 2025,@about_ftp bang jangan main api di kilang minyak bang ,bang jangan main api di kilang minyak bang,"['bang', 'jangan', 'main', 'api', 'kilang', 'minyak', 'bang']","['bang', 'jangan', 'main', 'api', 'kilang', 'minyak', 'bang']",neutral
Sun May 18 03:19:40 +0000 2025,@tanyakanrl Ngilangin kilang minyak diwajah https://t.co/XU1JR2f8FE,ngilangin kilang minyak diwajah,"['menghilangkan', 'kilang', 'minyak', 'diwajah']","['hilang', 'kilang', 'minyak', 'wajah']",neutral
Sun May 18 02:55:25 +0000 2025,@txtfromshitt WOSKWOSKOSKSKSMEOSKSOS bro bermain-main dengan api dalam kilang minyak ,woskwoskosksksmeosksos bro bermainmain dengan api dalam kilang minyak,"['woskwoskosksksmeosksos', 'brother', 'bermainmain', 'api', 'kilang', 'minyak']","['woskwoskosksksmeosksos', 'brother', 'bermainmain', 'api', 'kilang', 'minyak']",positive
Sun May 18 01:08:44 +0000 2025,@deldhantyy Kak buat acne prone yg oily cocok ga ya? Takut bikin kusem atau kilang minyak ,kak buat acne prone yg oily cocok ga ya takut bikin kusem atau kilang minyak,"['kak', 'buat', 'acne', 'prone', 'oily', 'cocok', 'takut', 'bikin', 'kusem', 'kilang', 'minyak']","['kak', 'buat', 'acne', 'prone', 'oily', 'cocok', 'takut', 'bikin', 'kusem', 'kilang', 'minyak']",positive
Sat May 17 22:55:52 +0000 2025,@ShamsiAli2 Indonesia Tidak menambah Kilang Minyak karena Minyak mentah sedikit mangkanya Mafia Migas ambisi membeli Minyak dari Singapura padahal tidak punya lifting,indonesia tidak menambah kilang minyak karena minyak mentah sedikit mangkanya mafia migas ambisi membeli minyak dari singapura padahal tidak punya lifting,"['indonesia', 'menambah', 'kilang', 'minyak', 'minyak', 'mentah', 'sedikit', 'mangkanya', 'mafia', 'migas', 'ambisi', 'membeli', 'minyak', 'singapura', 'padahal', 'punya', 'lifting']","['indonesia', 'tambah', 'kilang', 'minyak', 'minyak', 'mentah', 'sedikit', 'mangkanya', 'mafia', 'migas', 'ambisi', 'beli', 'minyak', 'singapura', 'padahal', 'punya', 'lifting']",neutral
Sat May 17 17:09:16 +0000 2025,Saya : kalian mempunyai mobil rolls royce yang klasik dan mempunyai kilang minyak dan properti itu sudah di katakan orang kaya guys Anak muda : kenapa kok alasan kayak begitu bang Saya : 1. Mobil rolls royce itu pabrikan pertama 2. Kilang minyak itu kalo di ekspor dan di,saya kalian mempunyai mobil rolls royce yang klasik dan mempunyai kilang minyak dan properti itu sudah di katakan orang kaya guys anak muda kenapa kok alasan kayak begitu bang saya mobil rolls royce itu pabrikan pertama kilang minyak itu kalo di ekspor dan di,"['kalian', 'mempunyai', 'mobil', 'rolls', 'royce', 'klasik', 'mempunyai', 'kilang', 'minyak', 'properti', 'katakan', 'orang', 'kaya', 'guys', 'anak', 'muda', 'kok', 'alasan', 'kayak', 'bang', 'mobil', 'rolls', 'royce', 'pabrikan', 'pertama', 'kilang', 'minyak', 'kalau', 'ekspor']","['kalian', 'punya', 'mobil', 'rolls', 'royce', 'klasik', 'punya', 'kilang', 'minyak', 'properti', 'kata', 'orang', 'kaya', 'guys', 'anak', 'muda', 'kok', 'alas', 'kayak', 'bang', 'mobil', 'rolls', 'royce', 'pabrikan', 'pertama', 'kilang', 'minyak', 'kalau', 'ekspor']",negative
Sat May 17 14:52:15 +0000 2025,bau kilang minyak,bau kilang minyak,"['bau', 'kilang', 'minyak']","['bau', 'kilang', 'minyak']",negative
Sat May 17 14:12:43 +0000 2025,@KangManto123 Karena Singapura gak punya Pertamina dan kilang minyak ...jadi Avturnya murah.,karena singapura gak punya pertamina dan kilang minyak jadi avturnya murah,"['singapura', 'punya', 'pertamina', 'kilang', 'minyak', 'jadi', 'avturnya', 'murah']","['singapura', 'punya', 'pertamina', 'kilang', 'minyak', 'jadi', 'avtur', 'murah']",positive
Sat May 17 09:02:37 +0000 2025,@ohmy_beautybank Kalau st oily kureng cocok ya apalagi kalau sblmnya pake ss. Muka jd kilang minyak. Tp buat keluar malem gitu bagus,kalau st oily kureng cocok ya apalagi kalau sblmnya pake ss muka jd kilang minyak tp buat keluar malem gitu bagus,"['kalau', 'st', 'oily', 'kureng', 'cocok', 'kalau', 'sebelumnya', 'pakai', 'ss', 'muka', 'jadi', 'kilang', 'minyak', 'buat', 'keluar', 'malam', 'bagus']","['kalau', 'st', 'oily', 'reng', 'cocok', 'kalau', 'belum', 'pakai', 'ss', 'muka', 'jadi', 'kilang', 'minyak', 'buat', 'keluar', 'malam', 'bagus']",negative
Sat May 17 06:44:01 +0000 2025,@mardigu024 Mau nanya kalau wni gabung militer reguler atau jadi tentara bayaran negara asing itukan bisa dicabut hak wni'nya. Gimana kalau jadi tentara bayaran sekedar ngawal kapal kargo jaga kilang minyak atau nyelametin sandera?,mau nanya kalau wni gabung militer reguler atau jadi tentara bayaran negara asing itukan bisa dicabut hak wninya gimana kalau jadi tentara bayaran sekedar ngawal kapal kargo jaga kilang minyak atau nyelametin sandera,"['mau', 'tanya', 'kalau', 'wni', 'gabung', 'militer', 'reguler', 'jadi', 'tentara', 'bayaran', 'negara', 'asing', 'itukan', 'dicabut', 'hak', 'wninya', 'bagaimana', 'kalau', 'jadi', 'tentara', 'bayaran', 'sekedar', 'ngawal', 'kapal', 'kargo', 'jaga', 'kilang', 'minyak', 'nyelametin', 'sandera']","['mau', 'tanya', 'kalau', 'wni', 'gabung', 'militer', 'reguler', 'jadi', 'tentara', 'bayar', 'negara', 'asing', 'itu', 'cabut', 'hak', 'wninya', 'bagaimana', 'kalau', 'jadi', 'tentara', 'bayar', 'dar', 'ngawal', 'kapal', 'kargo', 'jaga', 'kilang', 'minyak', 'nyelametin', 'sandera']",negative
Sat May 17 05:16:16 +0000 2025,Saya : pemerintah dan BI cuma menyarankan bahwa mata uang ini asli tapi kenyataannya palsu guys Anak muda : pantesan emas + saham + bitcoin + minyak + properti itu harta kekayaan elite global sekarang bang Contoh : Rotschild kaya dengan kilang minyak,saya pemerintah dan bi cuma menyarankan bahwa mata uang ini asli tapi kenyataannya palsu guys anak muda pantesan emas saham bitcoin minyak properti itu harta kekayaan elite global sekarang bang contoh rotschild kaya dengan kilang minyak,"['pemerintah', 'bi', 'cuma', 'menyarankan', 'mata', 'uang', 'asli', 'kenyataannya', 'palsu', 'guys', 'anak', 'muda', 'pantesan', 'emas', 'saham', 'bitcoin', 'minyak', 'properti', 'harta', 'kekayaan', 'elite', 'global', 'sekarang', 'bang', 'contoh', 'rotschild', 'kaya', 'kilang', 'minyak']","['perintah', 'bi', 'cuma', 'saran', 'mata', 'uang', 'asli', 'nyata', 'palsu', 'guys', 'anak', 'muda', 'pantesan', 'emas', 'saham', 'bitcoin', 'minyak', 'properti', 'harta', 'kaya', 'elite', 'global', 'sekarang', 'bang', 'contoh', 'rotschild', 'kaya', 'kilang', 'minyak']",positive
Sat May 17 04:33:45 +0000 2025,@tanyarlfes Supervisor kilang minyak padahal aku S1 Ekonomi ,supervisor kilang minyak padahal aku s ekonomi,"['supervisor', 'kilang', 'minyak', 'padahal', 'aku', 's', 'ekonomi']","['supervisor', 'kilang', 'minyak', 'padahal', 'aku', 's', 'ekonomi']",negative
Sat May 17 03:43:55 +0000 2025,@azookeeper24 Anda yang blm tidur saja masih terlihat fresh gini. Kenapa saya kalo blm tidur sampe pagi malah terlihat seperti kilang minyak ya,anda yang blm tidur saja masih terlihat fresh gini kenapa saya kalo blm tidur sampe pagi malah terlihat seperti kilang minyak ya,"['tidur', 'terlihat', 'fresh', 'gini', 'kalau', 'tidur', 'pagi', 'malah', 'terlihat', 'kilang', 'minyak']","['tidur', 'lihat', 'fresh', 'gin', 'kalau', 'tidur', 'pagi', 'malah', 'lihat', 'kilang', 'minyak']",positive
Fri May 16 22:59:23 +0000 2025,apa ga jd kilang minyak itu muka,apa ga jd kilang minyak itu muka,"['apa', 'jadi', 'kilang', 'minyak', 'muka']","['apa', 'jadi', 'kilang', 'minyak', 'muka']",negative
Fri May 16 22:32:59 +0000 2025,@womanfeeds_id Belom nyoba skingame tapi benton oke sih di aku yang mukanya ril kilang minyak + jerawatan,belom nyoba skingame tapi benton oke sih di aku yang mukanya ril kilang minyak jerawatan,"['mencoba', 'skingame', 'benton', 'oke', 'sih', 'aku', 'mukanya', 'ril', 'kilang', 'minyak', 'jerawatan']","['coba', 'skingame', 'benton', 'oke', 'sih', 'aku', 'muka', 'ril', 'kilang', 'minyak', 'jerawat']",neutral
Fri May 16 16:16:29 +0000 2025,@akusayangriku woalah pantesan jd kayak kilang minyak pas gw pake wkwkwkwk,woalah pantesan jd kayak kilang minyak pas gw pake wkwkwkwk,"['woalah', 'pantesan', 'jadi', 'kayak', 'kilang', 'minyak', 'pas', 'pakai', 'wkwkwkwk']","['woalah', 'pantesan', 'jadi', 'kayak', 'kilang', 'minyak', 'pas', 'pakai', 'wkwkwkwk']",negative
Fri May 16 13:35:41 +0000 2025,@xporkhub Sebenernya gak perlu didengerin juga sih nyap2nya mereka. Wkwk Selama punya aset banyak otak oke kerjaan oke. Banyak yg mau buat apa menuhin ekspektasi orang gak jelas. Wkwk Mereka rerata dideketin laki pake helm proyek foto di kilang minyak juga welcome wkkw,sebenernya gak perlu didengerin juga sih nyapnya mereka wkwk selama punya aset banyak otak oke kerjaan oke banyak yg mau buat apa menuhin ekspektasi orang gak jelas wkwk mereka rerata dideketin laki pake helm proyek foto di kilang minyak juga welcome wkkw,"['sebenarnya', 'perlu', 'didengerin', 'sih', 'nyapnya', 'wkwk', 'selama', 'punya', 'aset', 'banyak', 'otak', 'oke', 'pekerjaan', 'oke', 'banyak', 'mau', 'buat', 'apa', 'menuhin', 'ekspektasi', 'orang', 'jelas', 'wkwk', 'rerata', 'dideketin', 'laki', 'pakai', 'helm', 'proyek', 'foto', 'kilang', 'minyak', 'welcome', 'wkkw']","['benar', 'perlu', 'didengerin', 'sih', 'nyapnya', 'wkwk', 'lama', 'punya', 'aset', 'banyak', 'otak', 'oke', 'kerja', 'oke', 'banyak', 'mau', 'buat', 'apa', 'menuhin', 'ekspektasi', 'orang', 'jelas', 'wkwk', 'rerata', 'dideketin', 'laki', 'pakai', 'helm', 'proyek', 'foto', 'kilang', 'minyak', 'welcome', 'wkkw']",positive
Fri May 16 13:31:43 +0000 2025,muka udah kayak kilang minyak,muka udah kayak kilang minyak,"['muka', 'udah', 'kayak', 'kilang', 'minyak']","['muka', 'udah', 'kayak', 'kilang', 'minyak']",negative
Fri May 16 13:01:48 +0000 2025,@alam_schag @Jafar_julian @fmuchtaar_ Lalu pemprov masing2 bagi2 lagi ke kab/kota 8 % pemprov 12 di bagi ke semua kab/kota itu sudah ada peraturan UU nya nah kenapa jkt APBD 90 T PAD jkt asli 50 T tambahan lain pwndapatan hasil minyak bumi cukai rokok pertamina ada kilang di kep seribu con,lalu pemprov masing bagi lagi ke kabkota pemprov di bagi ke semua kabkota itu sudah ada peraturan uu nya nah kenapa jkt apbd t pad jkt asli t tambahan lain pwndapatan hasil minyak bumi cukai rokok pertamina ada kilang di kep seribu con,"['lalu', 'pemprov', 'masing', 'kabkota', 'pemprov', 'semua', 'kabkota', 'peraturan', 'uu', 'nya', 'nah', 'jakarta', 'apbd', 't', 'pad', 'jakarta', 'asli', 't', 'tambahan', 'pwndapatan', 'hasil', 'minyak', 'bumi', 'cukai', 'rokok', 'pertamina', 'kilang', 'kep', 'seribu', 'con']","['lalu', 'pemprov', 'masing', 'kabkota', 'pemprov', 'semua', 'kabkota', 'atur', 'uu', 'nya', 'nah', 'jakarta', 'apbd', 't', 'pad', 'jakarta', 'asli', 't', 'tambah', 'pwndapatan', 'hasil', 'minyak', 'bumi', 'cukai', 'rokok', 'pertamina', 'kilang', 'kep', 'ribu', 'con']",positive
